annotation_id,field,codes,other_note_en,other_note_status,note_original_language,note_processing,note_original_sha256,retained_field_record_number,retained_input_sha256,retained_source_column
K200569:setting,setting,OTHER,"Radiation planning/analysis context, not direct patient treatment delivery.",SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,babff1fad56db7a9d2a172a12c636389037f1ac4f59f51ae1cdc01d0400a7d15,3280,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K200667:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,2026,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K200708:setting,setting,DIAGNOSTIC_INTERPRETATION;PROCEDURAL_OR_OPERATING_ROOM;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3292,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K200743:setting,setting,DIAGNOSTIC_INTERPRETATION;PROCEDURAL_OR_OPERATING_ROOM;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3304,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K200755:output,output,RECOMMENDATION_OR_PLANNING;CONTROL_OR_AUTOMATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3314,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K200755:setting,setting,OTHER,Cardiac ultrasound acquisition; physical care site not specified.,SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,ae7d3a33609742fd3a774a14772440109ff7df688126c9be353df1b9171143fb,3316,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K200833:output,output,DETECTION_OR_ALERT;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,464,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K200851:setting,setting,DIAGNOSTIC_INTERPRETATION;PROCEDURAL_OR_OPERATING_ROOM;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3328,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K200855:output,output,DETECTION_OR_ALERT;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3338,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K200855:setting,setting,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3340,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K200873:output,output,DETECTION_OR_ALERT;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3344,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K200873:setting,setting,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3346,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K200905:output,output,DETECTION_OR_ALERT;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3350,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K200921:output,output,DETECTION_OR_ALERT;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3356,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K200921:setting,setting,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3358,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K200941:output,output,DETECTION_OR_ALERT;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3362,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K200941:setting,setting,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3364,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K201012:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3388,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K201020:output,output,DETECTION_OR_ALERT;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3398,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K201020:setting,setting,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3400,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K201232:setting,setting,OTHER,Healthcare radiotherapy-planning context.,SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,f368717c8948bfbbbf262d28456bc33d984f8b8f6e457124d56089f394098bc2,3430,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K201298:output,output,CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,470,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K201310:setting,setting,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3436,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K201444:setting,setting,OTHER,Radiotherapy case preparation.,SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,ecfbb48357c254a53c5548e8ab7a6b52735f461bf7d5747a4284456d9485dc83,3454,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K201632:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3478,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K201745:setting,setting,OTHER,CT reconstruction/acquisition context.,SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,01fb831e50aeaa86549735769531249036e23fe85b575c5b3008667d3ea7bd2d,3490,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K201836:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3496,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K201985:output,output,CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,476,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K201985:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,478,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K201992:output,output,RECOMMENDATION_OR_PLANNING;CONTROL_OR_AUTOMATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3500,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K201992:setting,setting,OTHER,Ultrasound acquisition context; specific place not asserted.,SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,9fed1fb984e4e61de625acc06877888878adb7d7222d1e03e62363d5467335d0,3502,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K202089:input,input,MEDICAL_IMAGE;OTHER,separate pH-strip color image,EXPLICIT_OTHER_ASSIGNMENT_IN_RETAINED_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,88cb4759ed82fa734a336a9ab326914681dfbc5bc8676d63a020856bf655ca1b,1465,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K202089:setting,setting,HOME_OR_CONSUMER;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,1468,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K202170:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3514,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K202212:setting,setting,OTHER,"Preprocedural planning, not operating-room use or diagnosis.",SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,7a8015d922172f2258176fc739240028588edd75df9f978b05e037b61bfafd24,3520,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K202229:setting,setting,DIAGNOSTIC_INTERPRETATION;MONITORING;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3526,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K202238:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3532,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K202284:setting,setting,OTHER,"Radiotherapy planning context, not treatment-room delivery.",SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,0bd9366debdb1de76c2e0b018f718f4196166b1329082ebdb6e2720aa84434aa,3544,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K202300:output,output,RISK_SCORE_OR_PREDICTION;DETECTION_OR_ALERT;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3548,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K202300:setting,setting,DIAGNOSTIC_INTERPRETATION;MONITORING;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3550,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K202404:setting,setting,OTHER,Physician-office/clinic/hospital image review; admission status not specified.,SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,7a69779e80400a0f8a8f26fcc59eed79d050afd6d51c36f6b72a4733e14f5ee1,3556,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K202441:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3568,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K202487:setting,setting,OTHER,"Preoperative knee-surgery planning, not intraoperative guidance.",SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,767b12425568658f6083e0c506784a39e34f015d3b03c566b0638268cc2d75a9,3574,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K202501:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3580,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K202527:setting,setting,MONITORING;DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,484,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K202546:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3586,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K202700:setting,setting,OTHER,"Hospital radiotherapy planning, not inpatient or delivery room implied.",SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,bb2c33f3f5c77e269d7488c543153971fe2e55c85e5be08fb6382bf87823928a,3592,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K202767:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3604,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K202928:setting,setting,OTHER,Clinical/hospital treatment planning.,SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,8a25c3a9a07f119a526a432f58d826d0223a17f4e9e33dfa7c850d356f2cee1d,3610,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K202992:output,output,DETECTION_OR_ALERT;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3620,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K202992:setting,setting,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3622,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203042:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3628,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203103:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3634,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203169:output,output,OTHER,"Positioning/protocoling workflow outputs named, but exact recommendation/control representation not disclosed.",SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,51d7cefd32cd09a38cc26edaead31fc9c16153b0eaa642318879bafc4af698f0,3638,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203169:setting,setting,OTHER,CT acquisition setup workflow.,SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,d2b104bb5d782679485ef98cfb3a5adb88f5f15c9387c9fb8414c5b082f411bb,3640,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203182:setting,setting,OTHER,Imaging-center/clinic/hospital image-processing context.,SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,155e888b5631b21836d4372a9dc5ca0d508b8438d436814e63399d9d2c04e71a,3646,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203225:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3652,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203235:setting,setting,OTHER,Radiotherapy planning context.,SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,5e86466a33c3ecee690de28054fe724327b889711be1e7de1c7530c0d9a9fd67,3658,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203280:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3682,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203314:setting,setting,DIAGNOSTIC_INTERPRETATION;MONITORING;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3688,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203323:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3694,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203443:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3700,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203448:setting,setting,SCREENING;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3706,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203469:setting,setting,OTHER,Radiotherapy planning context.,SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,5e86466a33c3ecee690de28054fe724327b889711be1e7de1c7530c0d9a9fd67,3712,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203508:output,output,DETECTION_OR_ALERT;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3722,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203508:setting,setting,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3724,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203514:setting,setting,OUTPATIENT;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3730,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203517:output,output,DETECTION_OR_ALERT;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3734,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203582:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3754,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203610:setting,setting,OTHER,Radiotherapy planning.,SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,5d84dfa8a56597484df92182a1c5780e78af2ebf82f853bccb194cc3ae141389,3760,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203617:setting,setting,OTHER,Radiotherapy simulation/planning and routine CT visualization.,SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,935aad795bac4afc93ac27bd77b7b00fdd351a68b07d1c94e7c194e5c9c065d7,3766,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K203629:output,output,CLASSIFICATION_OR_DIAGNOSIS;RECOMMENDATION_OR_PLANNING;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,2030,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K210001:setting,setting,OTHER,Onsite PET reconstruction and image-review context.,SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,6bcb4601dbe75c391849d99ea583528594bbe1b0efda3e13cd0daf5b6640698e,3802,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K210034:setting,setting,HOME_OR_CONSUMER;DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,1672,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K210069:input,input,OTHER,"Smartphone colorimetric strip/Color-Board imagery; specimen is upstream urine, not direct model input.",SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,197f56a4f30eeaf1f12904e250ee21eff73e3853a53aeff0cfaed87a5a2662db,1081,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K210209:output,output,DETECTION_OR_ALERT;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3830,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K210209:setting,setting,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3832,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K210237:output,output,DETECTION_OR_ALERT;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3836,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K210237:setting,setting,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3838,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K210365:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3844,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K210404:setting,setting,SCREENING;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3850,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K210458:output,output,OTHER,Automated EEL/calcium morphology assessment; specific exposed contours/numeric outputs not detailed.,SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,a990a267b63601e4162a8def6d479e5216c48f1363c677c39e71d4965931cb25,3866,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K210556:setting,setting,OTHER,"Preoperative shoulder arthroplasty planning, not diagnostic use.",SINGLE_OTHER_EXISTING_FIELD_REASON,en_or_latin,RETAINED_ENGLISH_OR_LATIN_TEXT,63306647c0ba48994e89d80b90c5d115e882fc1c6dbeb29381bcea1a709267cb,3874,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
K210611:setting,setting,DIAGNOSTIC_INTERPRETATION;OTHER,,MULTILABEL_OTHER_ATTRIBUTION_NOT_ISOLATED,,NO_OTHER_SPECIFIC_NOTE_ADDED,,3880,89154f7f437bca8cdeffc5782db7209afb2d8fa7cc79b98cb29c9137e8840ac8,decision_reason
